test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude
TEST_027178,airtel,5G,Delhi,122.33,16.41,-95.24,46.03,2026-03-07,8.056481,89.409136
TEST_027179,vi,4G,Chennai,25.71,7.89,-84.93,43.1,2026-03-11,20.97949,73.553616
TEST_027180,jio,4G,Mumbai,42.68,5.05,-96.55,90.9,2026-03-23,24.865683,89.983326
TEST_027181,jio,4G,Lucknow,28.15,7.32,-111.62,36.06,2026-05-23,19.937712,73.541097
TEST_027182,vi,4G,Jaipur,16.03,6.97,-73.74,35.11,2026-03-09,35.348535,81.038003
TEST_027183,airtel,4G,Chennai,12.08,7.01,-81.74,61.98,2026-05-05,11.511693,91.560126
TEST_027184,vi,4G,Chennai,23.12,5.69,-71.95,47.03,2026-05-01,30.398804,77.49059
TEST_027185,vi,4G,Hyderabad,22.73,6.69,-75.4,46.9,2026-03-19,15.03035,85.177759
TEST_027186,vi,5G,Bangalore,79.9,21.55,-91.61,39.21,2026-05-13,26.305339,78.892974
TEST_027187,airtel,5G,Chennai,61.03,27.46,-108.09,71.29,2026-03-23,19.525716,80.467895
TEST_027188,jio,4G,Hyderabad,27.64,4.11,-94.08,40.87,2026-03-08,27.836113,84.349749
TEST_027189,airtel,5G,Bangalore,72.16,29.69,-99.35,37.82,2026-05-13,30.084713,75.801657
TEST_027190,vi,4G,Delhi,4.36,5.7,-66.76,42.54,2026-05-03,11.351258,69.510297
TEST_027191,vi,4G,Jaipur,23.73,5.92,-90.08,51.69,2026-04-26,18.645864,90.961378
TEST_027192,jio,5G,Jaipur,96.5,28.96,-98.16,39.5,2026-05-09,22.135205,83.992354
TEST_027193,vi,5G,Mumbai,24.61,22.09,-78.72,81.98,2026-05-21,12.187479,91.600446
TEST_027194,jio,4G,Bangalore,24.31,8.96,-85.27,61.87,2026-04-20,27.002448,76.340416
TEST_027195,airtel,5G,Ahmedabad,90.23,17.65,-76.74,47.68,2026-03-23,9.635609,86.495284
TEST_027196,jio,5G,Pune,85.69,28.6,-60.0,74.65,2026-04-11,22.581005,71.389396
TEST_027197,vi,4G,Bangalore,20.19,5.21,-86.27,37.98,2026-03-16,31.133912,74.53374
TEST_027198,vi,4G,Hyderabad,14.35,8.55,-86.02,42.99,2026-04-08,30.337641,95.435033
TEST_027199,airtel,4G,Kolkata,20.47,1.53,-88.99,35.43,2026-04-10,15.373587,83.424574
TEST_027200,airtel,4G,Jaipur,26.59,5.26,-90.76,42.55,2026-03-22,19.456202,79.322444
TEST_027201,jio,5G,Pune,117.99,30.57,-90.98,60.5,2026-04-22,17.421056,70.890297
TEST_027202,jio,5G,Chennai,152.12,26.26,-92.15,41.06,2026-04-06,30.067081,92.001036
TEST_027203,airtel,5G,Ahmedabad,65.42,24.16,-82.24,43.09,2026-03-04,9.701475,75.861462
TEST_027204,jio,4G,Ahmedabad,22.7,9.42,-103.31,39.15,2026-05-17,18.17673,74.797557
TEST_027205,vi,5G,Jaipur,42.0,8.93,-97.26,38.64,2026-04-15,19.446572,78.158364
TEST_027206,jio,4G,Delhi,40.89,8.95,-75.08,45.63,2026-05-19,27.978136,82.660536
TEST_027207,jio,4G,Chennai,30.08,4.77,-94.29,43.21,2026-04-18,22.214329,73.956107
TEST_027208,vi,4G,Delhi,20.46,2.69,-85.2,55.2,2026-05-19,21.948232,89.832995
TEST_027209,airtel,5G,Bangalore,68.19,26.34,-89.69,38.01,2026-03-29,21.785317,84.609933
TEST_027210,vi,4G,Bangalore,21.66,7.47,-83.64,74.54,2026-05-17,28.909673,75.938972
TEST_027211,jio,4G,Pune,18.26,11.71,-88.96,37.57,2026-05-09,13.875102,82.042992
TEST_027212,vi,4G,Pune,14.52,7.47,-86.0,45.54,2026-03-03,23.24318,88.855809
TEST_027213,airtel,5G,Lucknow,51.16,16.88,-60.0,43.22,2026-05-12,18.877431,69.659344
TEST_027214,airtel,5G,Pune,105.66,27.48,-70.4,41.8,2026-05-25,23.933892,88.266194
TEST_027215,vi,5G,Kolkata,53.88,22.19,-83.13,38.69,2026-03-05,19.696654,75.813918
TEST_027216,jio,4G,Delhi,22.99,1.86,-86.32,104.5,2026-04-15,13.418603,82.540722
TEST_027217,vi,4G,Ahmedabad,13.31,7.53,-83.44,35.34,2026-05-01,23.886301,90.310322
TEST_027218,jio,5G,Chennai,82.63,48.44,-87.27,43.96,2026-04-11,21.889769,70.440332
TEST_027219,jio,4G,Lucknow,20.43,10.3,-84.95,70.68,2026-04-04,33.124776,83.154332
TEST_027220,airtel,5G,Ahmedabad,66.09,21.57,-82.65,37.84,2026-04-24,15.501556,78.887535
TEST_027221,vi,4G,Ahmedabad,23.73,8.29,-62.22,41.66,2026-04-10,17.350042,83.262529
TEST_027222,jio,5G,Hyderabad,69.37,27.17,-66.97,64.24,2026-04-15,35.605977,95.005691
TEST_027223,jio,4G,Mumbai,27.06,8.34,-73.19,39.09,2026-04-23,16.915188,81.332982
TEST_027224,jio,5G,Jaipur,78.74,14.48,-73.39,45.5,2026-04-16,33.912524,74.249271
TEST_027225,airtel,4G,Mumbai,24.28,9.22,-71.58,36.89,2026-05-28,17.288277,92.86751
TEST_027226,airtel,4G,Bangalore,20.11,9.71,-83.78,70.65,2026-03-06,30.248027,80.365786
TEST_027227,jio,4G,Delhi,20.11,6.86,-81.09,59.12,2026-05-01,11.787899,92.422938
TEST_027228,vi,4G,Delhi,18.5,4.98,-82.06,37.49,2026-03-20,12.990442,95.882508
TEST_027229,jio,4G,Chennai,18.09,8.71,-75.79,43.68,2026-05-05,20.447893,68.354812
TEST_027230,jio,4G,Delhi,21.09,8.95,-104.49,51.12,2026-05-28,9.788326,76.245167
TEST_027231,jio,5G,Bangalore,76.18,23.14,-72.25,40.05,2026-04-14,32.84662,73.976633
TEST_027232,vi,5G,Jaipur,76.89,11.8,-78.99,35.32,2026-04-19,34.151444,82.146674
TEST_027233,jio,5G,Lucknow,91.39,26.94,-97.57,40.22,2026-03-18,33.628036,87.088693
TEST_027234,vi,5G,Jaipur,73.88,17.51,-81.78,59.46,2026-03-17,8.179309,89.234521
TEST_027235,vi,5G,Ahmedabad,46.85,19.77,-95.17,61.72,2026-03-27,26.472626,89.255037
TEST_027236,airtel,4G,Pune,19.37,6.33,-83.53,43.02,2026-05-19,10.004008,90.91222
TEST_027237,airtel,5G,Kolkata,69.76,15.8,-85.02,36.85,2026-03-12,9.654454,88.798668
TEST_027238,jio,5G,Kolkata,62.73,38.01,-79.73,58.1,2026-05-27,20.764369,70.2724
TEST_027239,airtel,5G,Hyderabad,86.71,10.18,-80.65,47.41,2026-03-14,27.992453,84.176198
TEST_027240,airtel,5G,Kolkata,59.33,18.07,-60.0,43.99,2026-05-28,35.011081,70.811291
TEST_027241,jio,5G,Mumbai,88.02,27.68,-69.41,92.2,2026-05-24,11.649221,77.861991
TEST_027242,vi,5G,Bangalore,50.66,13.07,-85.02,35.77,2026-04-13,13.843088,95.262444
TEST_027243,jio,5G,Kolkata,65.09,15.6,-75.91,56.11,2026-03-15,28.469221,89.702866
TEST_027244,jio,5G,Pune,82.38,22.82,-89.35,35.58,2026-05-20,20.213343,93.873604
TEST_027245,vi,4G,Jaipur,22.33,5.71,-74.25,43.55,2026-04-15,11.859566,91.659727
TEST_027246,jio,4G,Ahmedabad,22.59,12.64,-80.74,40.74,2026-05-19,35.948892,78.467157
TEST_027247,airtel,5G,Hyderabad,107.78,17.34,-82.15,45.16,2026-04-09,15.973498,69.911617
TEST_027248,airtel,5G,Pune,51.67,10.83,-96.15,35.53,2026-03-25,11.822136,85.747541
TEST_027249,vi,5G,Delhi,68.63,19.23,-79.52,67.32,2026-05-09,15.596746,69.724767
TEST_027250,airtel,4G,Bangalore,16.2,6.07,-97.25,39.79,2026-05-26,23.05871,73.46913
TEST_027251,jio,5G,Jaipur,119.4,16.92,-81.65,48.48,2026-05-13,11.356638,71.736202
TEST_027252,jio,5G,Hyderabad,94.69,30.65,-120.0,40.75,2026-05-24,27.195573,83.983597
TEST_027253,airtel,5G,Jaipur,125.33,28.76,-85.82,35.34,2026-05-16,14.227123,81.313293
TEST_027254,airtel,4G,Hyderabad,8.7,7.87,-79.32,49.48,2026-04-14,23.192644,72.578309
TEST_027255,jio,4G,Mumbai,31.68,7.09,-92.68,54.39,2026-05-12,24.694936,70.130053
TEST_027256,airtel,4G,Bangalore,26.23,4.99,-91.49,46.35,2026-03-25,20.435841,69.488896
TEST_027257,vi,5G,Hyderabad,28.72,27.55,-99.73,62.01,2026-04-08,10.572173,75.619084
TEST_027258,jio,5G,Delhi,58.37,30.88,-82.15,37.2,2026-04-09,12.312646,81.077935
TEST_027259,airtel,4G,Kolkata,25.37,8.41,-82.64,47.83,2026-04-28,29.215974,71.042704
TEST_027260,vi,5G,Delhi,49.15,21.98,-84.35,96.27,2026-05-18,14.862242,72.293481
TEST_027261,vi,5G,Hyderabad,57.44,18.77,-86.02,43.2,2026-03-24,19.169194,93.662356
TEST_027262,airtel,5G,Hyderabad,71.03,21.26,-65.69,50.55,2026-05-16,15.280442,68.009286
TEST_027263,jio,5G,Kolkata,106.23,37.08,-68.23,45.79,2026-05-18,12.320311,84.330428
TEST_027264,jio,4G,Bangalore,28.66,4.83,-91.26,47.49,2026-03-31,22.058141,81.497691
TEST_027265,jio,5G,Jaipur,44.08,30.12,-98.99,35.95,2026-05-16,34.956798,85.633901
TEST_027266,jio,5G,Mumbai,80.32,18.47,-60.0,46.72,2026-05-09,11.979462,82.078999
TEST_027267,airtel,4G,Hyderabad,22.99,7.98,-78.52,35.26,2026-05-21,19.42492,88.97488
TEST_027268,vi,4G,Bangalore,11.69,2.87,-69.84,44.06,2026-04-13,28.785789,86.448952
TEST_027269,jio,5G,Kolkata,73.19,22.47,-85.59,58.66,2026-03-14,8.554004,78.711034
TEST_027270,vi,5G,Mumbai,70.73,21.75,-90.5,49.57,2026-03-16,27.681569,77.911755
TEST_027271,vi,5G,Mumbai,80.33,25.05,-108.21,39.89,2026-04-21,8.770579,95.997773
TEST_027272,vi,5G,Chennai,64.41,22.45,-106.16,40.28,2026-04-28,17.285455,95.830014
TEST_027273,jio,4G,Chennai,22.94,6.16,-65.0,47.48,2026-03-05,13.439306,72.918067
TEST_027274,airtel,4G,Hyderabad,10.73,5.18,-77.34,35.36,2026-03-19,35.516523,93.338076
TEST_027275,vi,5G,Bangalore,85.37,20.06,-96.75,36.27,2026-05-28,23.589879,87.441619
TEST_027276,jio,5G,Ahmedabad,116.93,29.58,-60.0,41.55,2026-05-11,9.11298,88.83941
TEST_027277,airtel,4G,Jaipur,17.75,9.31,-104.3,88.41,2026-04-30,33.638061,95.861402
TEST_027278,vi,4G,Bangalore,19.92,4.0,-91.51,43.53,2026-03-08,30.920121,86.985231
TEST_027279,vi,5G,Lucknow,43.08,17.37,-88.07,38.84,2026-05-06,29.88521,73.257898
TEST_027280,airtel,4G,Mumbai,25.86,7.68,-64.55,43.04,2026-05-16,10.328039,95.031648
TEST_027281,vi,5G,Kolkata,62.59,13.11,-60.0,40.4,2026-05-19,11.409598,69.628773
TEST_027282,jio,4G,Pune,21.6,6.16,-90.11,68.63,2026-03-27,16.494858,93.232772
TEST_027283,airtel,5G,Lucknow,91.64,23.05,-86.81,39.82,2026-05-13,10.413482,78.132904
TEST_027284,vi,5G,Bangalore,82.33,22.08,-87.56,49.85,2026-05-14,19.151321,86.451905
TEST_027285,vi,4G,Mumbai,15.69,7.65,-82.15,50.72,2026-03-09,30.808389,90.161018
TEST_027286,airtel,4G,Ahmedabad,26.09,5.63,-83.58,44.41,2026-03-23,20.38138,78.756518
TEST_027287,jio,5G,Kolkata,94.19,23.57,-68.67,37.46,2026-05-22,19.770866,93.380921
TEST_027288,vi,4G,Kolkata,17.01,4.65,-72.83,46.38,2026-03-11,19.30606,80.135287
TEST_027289,vi,4G,Jaipur,23.9,9.46,-93.91,83.27,2026-05-14,35.357916,83.560558
TEST_027290,vi,5G,Ahmedabad,69.04,8.59,-90.71,39.5,2026-03-28,35.075301,70.380255
TEST_027291,vi,5G,Kolkata,72.3,23.79,-68.55,46.21,2026-03-02,33.798415,76.924019
TEST_027292,airtel,5G,Bangalore,41.24,16.44,-84.93,37.87,2026-04-28,17.242747,95.636326
TEST_027293,vi,5G,Lucknow,68.42,26.73,-83.64,66.71,2026-03-19,8.43054,68.377023
TEST_027294,vi,4G,Hyderabad,19.31,4.98,-79.28,39.44,2026-03-20,31.054037,69.231929
TEST_027295,vi,5G,Chennai,81.39,21.4,-81.64,74.68,2026-03-13,17.376649,85.203034
TEST_027296,vi,5G,Ahmedabad,42.7,22.02,-92.24,38.15,2026-04-17,8.524665,87.955091
TEST_027297,jio,5G,Kolkata,53.35,19.42,-93.49,36.6,2026-04-30,14.469301,86.179988
TEST_027298,jio,4G,Delhi,11.67,8.56,-79.28,58.8,2026-05-18,27.341474,69.870611
TEST_027299,vi,4G,Hyderabad,18.78,5.98,-74.43,37.62,2026-04-28,26.9599,68.327801
TEST_027300,vi,5G,Delhi,65.69,19.65,-68.05,71.69,2026-03-07,22.598228,74.327599
TEST_027301,jio,5G,Jaipur,95.41,40.36,-60.0,70.32,2026-05-07,31.770947,73.068895
TEST_027302,vi,4G,Lucknow,25.11,6.33,-91.12,125.02,2026-05-30,12.223948,93.009886
TEST_027303,airtel,4G,Bangalore,28.15,8.04,-76.33,42.32,2026-04-24,28.714334,82.627256
TEST_027304,vi,5G,Hyderabad,51.47,12.64,-94.17,38.4,2026-04-24,20.430838,72.124832
TEST_027305,vi,4G,Kolkata,22.21,5.1,-103.23,45.06,2026-05-24,32.837576,75.798944
TEST_027306,vi,5G,Delhi,82.59,10.18,-71.31,46.06,2026-03-02,9.840095,90.380748
TEST_027307,jio,4G,Pune,33.8,1.0,-98.75,46.65,2026-03-17,22.770247,90.604236
TEST_027308,vi,4G,Hyderabad,21.93,5.48,-60.0,38.69,2026-04-06,20.083928,95.096451
TEST_027309,vi,4G,Pune,19.45,6.44,-86.59,35.82,2026-03-03,25.062631,85.555
TEST_027310,vi,5G,Ahmedabad,58.96,6.44,-98.82,130.38,2026-05-02,16.843361,78.171481
TEST_027311,vi,5G,Jaipur,33.97,21.23,-60.0,43.25,2026-05-06,18.053625,95.544846
TEST_027312,vi,4G,Bangalore,21.95,7.64,-97.8,36.9,2026-04-25,11.388524,71.184938
TEST_027313,jio,5G,Kolkata,97.06,35.74,-85.5,36.09,2026-05-15,30.12092,83.084148
TEST_027314,vi,4G,Chennai,15.83,3.59,-106.12,59.59,2026-05-27,27.709723,86.074943
TEST_027315,airtel,5G,Chennai,55.87,27.84,-93.59,40.46,2026-05-12,16.778283,80.552839
TEST_027316,vi,4G,Jaipur,24.17,6.31,-90.42,54.36,2026-05-14,29.820363,92.538055
TEST_027317,jio,4G,Bangalore,17.44,7.3,-80.24,46.33,2026-03-28,20.669689,91.071495
TEST_027318,vi,4G,Delhi,15.01,6.69,-92.85,40.26,2026-04-25,13.208324,83.615269
TEST_027319,airtel,5G,Lucknow,47.35,31.69,-96.41,39.19,2026-05-29,8.637698,81.980995
TEST_027320,jio,4G,Chennai,35.65,12.06,-87.43,39.33,2026-04-29,21.127249,82.987154
TEST_027321,airtel,5G,Lucknow,72.21,13.62,-75.7,38.59,2026-04-26,17.082901,81.944387
TEST_027322,airtel,4G,Jaipur,31.02,5.96,-70.52,51.0,2026-04-15,35.484218,90.146961
TEST_027323,vi,5G,Mumbai,47.41,14.05,-87.01,49.34,2026-04-06,8.971465,75.447291
TEST_027324,vi,4G,Delhi,8.76,4.95,-63.0,44.94,2026-04-03,31.059799,90.085981
TEST_027325,vi,5G,Pune,53.4,8.71,-99.32,68.8,2026-05-05,8.745792,91.957495
TEST_027326,airtel,5G,Chennai,87.63,24.69,-88.1,38.51,2026-05-15,12.96252,91.493747
TEST_027327,airtel,4G,Mumbai,17.01,7.37,-73.58,39.5,2026-04-22,35.347237,87.697976
TEST_027328,airtel,5G,Kolkata,59.48,29.36,-69.54,35.55,2026-03-16,29.162751,95.066665
TEST_027329,airtel,5G,Kolkata,65.62,5.95,-95.16,39.56,2026-03-19,22.460923,95.725169
TEST_027330,jio,4G,Hyderabad,24.98,9.32,-63.3,55.41,2026-05-18,19.64683,69.341718
TEST_027331,jio,5G,Chennai,69.09,18.35,-97.84,35.58,2026-04-24,21.293033,83.507477
TEST_027332,vi,4G,Pune,3.14,4.2,-71.55,93.23,2026-04-09,31.259353,84.045731
TEST_027333,airtel,5G,Jaipur,53.61,21.9,-94.43,35.54,2026-03-01,19.040657,89.868256
TEST_027334,jio,4G,Mumbai,30.07,7.89,-85.71,36.76,2026-03-26,20.506462,92.803341
TEST_027335,airtel,5G,Lucknow,67.17,31.54,-96.37,41.14,2026-03-07,35.353928,68.822794
TEST_027336,jio,5G,Ahmedabad,67.87,23.38,-73.48,45.19,2026-05-01,29.931835,91.924743
TEST_027337,airtel,4G,Pune,8.32,5.57,-93.61,45.38,2026-03-19,34.882538,69.910809
TEST_027338,jio,5G,Delhi,37.89,13.74,-81.53,40.01,2026-04-23,9.471401,91.433143
TEST_027339,airtel,4G,Lucknow,27.1,1.28,-71.9,37.92,2026-05-26,35.920752,76.137696
TEST_027340,airtel,4G,Delhi,21.9,5.76,-89.5,47.43,2026-05-26,26.961435,79.359471
TEST_027341,airtel,5G,Kolkata,81.56,16.35,-97.36,36.02,2026-03-22,25.986352,80.711341
TEST_027342,vi,4G,Pune,17.37,4.96,-69.76,57.49,2026-03-24,24.004642,73.40221
TEST_027343,airtel,4G,Mumbai,30.21,10.01,-82.66,37.98,2026-03-17,8.533969,76.18071
TEST_027344,airtel,4G,Jaipur,30.25,8.27,-65.11,37.29,2026-04-09,10.879861,84.082236
TEST_027345,airtel,5G,Delhi,86.83,29.6,-87.24,40.74,2026-03-14,27.501288,88.105613
TEST_027346,vi,5G,Ahmedabad,78.25,7.12,-91.65,36.33,2026-03-07,21.582378,71.026696
TEST_027347,jio,4G,Delhi,28.48,6.26,-82.89,36.14,2026-04-20,20.651393,83.058941
TEST_027348,vi,4G,Jaipur,26.17,7.61,-60.0,57.58,2026-04-18,21.434763,68.437886
TEST_027349,airtel,5G,Mumbai,67.1,22.86,-103.04,38.95,2026-05-29,18.963844,94.349375
TEST_027350,jio,4G,Ahmedabad,40.1,8.45,-77.77,113.19,2026-05-11,28.618857,86.065336
TEST_027351,jio,5G,Lucknow,97.33,22.49,-75.03,40.15,2026-03-23,29.62185,76.868173
TEST_027352,vi,4G,Lucknow,14.96,5.51,-73.15,44.5,2026-03-01,9.095749,81.041949
TEST_027353,vi,4G,Kolkata,13.86,8.47,-90.01,42.72,2026-04-09,28.634551,92.709207
TEST_027354,jio,5G,Chennai,64.17,1.0,-96.43,46.27,2026-04-25,22.623395,68.622413
TEST_027355,vi,4G,Kolkata,18.08,7.49,-87.81,35.19,2026-04-13,35.165914,85.945231
TEST_027356,vi,4G,Lucknow,20.45,6.03,-79.0,72.27,2026-04-25,30.353416,79.867295
TEST_027357,vi,4G,Hyderabad,15.48,5.36,-80.55,35.82,2026-04-01,32.508768,72.232534
TEST_027358,vi,5G,Jaipur,48.07,14.61,-88.87,56.76,2026-05-04,32.351322,74.883034
TEST_027359,airtel,5G,Kolkata,120.3,21.64,-104.15,36.67,2026-03-07,24.537467,76.785918
TEST_027360,vi,4G,Chennai,17.61,1.0,-83.59,36.34,2026-03-27,18.593292,86.238512
TEST_027361,vi,4G,Lucknow,14.17,7.06,-112.8,39.74,2026-04-26,32.61704,88.666102
TEST_027362,vi,4G,Delhi,23.76,6.03,-72.62,94.39,2026-05-26,28.090447,75.01417
TEST_027363,jio,4G,Kolkata,41.04,10.21,-88.18,50.61,2026-05-05,14.344197,81.734162
TEST_027364,jio,5G,Kolkata,66.68,32.89,-72.2,49.74,2026-03-25,20.080266,78.65224
TEST_027365,vi,5G,Lucknow,66.1,18.69,-60.55,37.04,2026-03-24,32.248147,87.885779
TEST_027366,airtel,5G,Kolkata,93.74,29.03,-115.72,51.49,2026-05-03,17.510489,91.094129
TEST_027367,airtel,4G,Lucknow,21.29,5.14,-66.85,40.49,2026-04-07,30.21971,73.611064
TEST_027368,airtel,4G,Mumbai,24.72,6.76,-87.76,36.76,2026-03-12,29.295939,80.561295
TEST_027369,airtel,5G,Kolkata,75.9,26.1,-91.64,54.83,2026-04-16,9.384245,79.667595
TEST_027370,airtel,5G,Kolkata,76.81,30.6,-91.97,38.61,2026-03-16,16.183674,75.319729
TEST_027371,jio,4G,Hyderabad,25.59,11.39,-87.24,50.57,2026-05-30,14.169523,89.849273
TEST_027372,vi,5G,Chennai,75.15,19.4,-103.33,45.02,2026-05-19,9.581368,76.009483
TEST_027373,airtel,5G,Jaipur,90.47,27.39,-78.66,46.36,2026-04-26,23.875478,78.906143
TEST_027374,jio,5G,Ahmedabad,87.38,23.67,-85.0,42.19,2026-03-02,14.778037,86.338114
TEST_027375,jio,5G,Chennai,105.24,31.59,-83.67,63.65,2026-05-29,15.111726,69.038395
TEST_027376,jio,5G,Jaipur,102.24,26.18,-94.48,39.08,2026-04-06,32.579689,86.260974
TEST_027377,vi,4G,Kolkata,25.73,8.35,-77.14,51.43,2026-05-10,28.034849,77.195695
TEST_027378,jio,5G,Jaipur,65.29,26.62,-85.99,35.62,2026-03-27,30.182728,91.913699
TEST_027379,jio,4G,Ahmedabad,25.12,6.72,-89.24,38.89,2026-04-28,34.375129,72.586448
TEST_027380,jio,4G,Pune,29.65,8.27,-75.72,42.74,2026-05-25,32.808805,85.275875
TEST_027381,airtel,4G,Delhi,29.09,8.66,-66.05,58.52,2026-03-10,13.223101,82.388173
TEST_027382,vi,4G,Delhi,19.01,6.59,-86.59,54.22,2026-04-24,32.108302,81.158216
TEST_027383,airtel,5G,Lucknow,39.05,18.4,-77.56,47.28,2026-03-10,21.061214,92.728107
TEST_027384,jio,5G,Bangalore,89.48,28.38,-62.68,47.39,2026-03-08,8.843156,83.115816
TEST_027385,vi,4G,Bangalore,20.07,4.71,-104.38,61.73,2026-03-15,20.558233,80.548225
TEST_027386,vi,4G,Lucknow,9.67,9.37,-83.54,49.68,2026-04-29,12.326693,92.822951
TEST_027387,jio,5G,Kolkata,71.31,23.68,-78.65,37.29,2026-04-27,34.444245,90.077898
TEST_027388,jio,4G,Mumbai,26.8,6.54,-78.28,35.14,2026-05-06,34.693118,95.579497
TEST_027389,jio,4G,Hyderabad,30.18,12.06,-91.02,60.14,2026-03-07,11.533267,82.447551
TEST_027390,jio,5G,Jaipur,57.69,34.17,-75.75,46.76,2026-03-01,31.468219,72.263336
TEST_027391,airtel,5G,Delhi,62.92,25.86,-89.69,60.45,2026-03-30,9.388144,89.296193
TEST_027392,airtel,5G,Lucknow,106.06,21.81,-80.36,63.97,2026-05-08,26.75145,74.126627
TEST_027393,vi,4G,Ahmedabad,21.04,6.19,-85.57,61.84,2026-03-23,29.93216,72.810026
TEST_027394,vi,5G,Hyderabad,84.49,15.76,-106.91,37.37,2026-03-21,23.875169,70.021806
TEST_027395,airtel,5G,Bangalore,57.16,42.54,-70.33,35.52,2026-04-27,8.970532,94.621812
TEST_027396,jio,5G,Bangalore,101.36,32.38,-80.78,106.62,2026-03-02,15.306101,77.45646
TEST_027397,airtel,4G,Mumbai,20.87,9.43,-75.28,35.92,2026-03-03,27.160816,84.587176
TEST_027398,jio,5G,Kolkata,74.71,24.59,-75.38,36.9,2026-04-23,26.63433,72.168274
TEST_027399,airtel,5G,Chennai,86.95,29.99,-84.7,42.56,2026-05-17,31.391881,82.227516
TEST_027400,jio,4G,Ahmedabad,21.7,5.34,-84.1,68.22,2026-03-27,26.284476,68.741796
TEST_027401,airtel,4G,Mumbai,10.08,9.78,-94.62,50.28,2026-05-28,18.58242,89.165062
TEST_027402,airtel,5G,Lucknow,59.16,14.95,-77.14,37.06,2026-05-23,27.567262,69.226802
TEST_027403,vi,5G,Bangalore,46.6,11.43,-81.51,38.3,2026-03-06,19.139793,73.380241
TEST_027404,vi,4G,Ahmedabad,17.93,5.79,-82.34,38.96,2026-04-20,10.975746,91.411026
TEST_027405,airtel,5G,Ahmedabad,80.03,22.79,-83.36,50.94,2026-05-04,15.647354,71.987666
TEST_027406,airtel,5G,Jaipur,48.83,15.43,-76.53,68.25,2026-05-02,23.922236,91.666872
TEST_027407,airtel,4G,Hyderabad,27.21,6.52,-106.99,35.28,2026-05-16,8.718052,95.951874
TEST_027408,airtel,5G,Chennai,74.51,22.79,-68.33,42.4,2026-05-14,27.813427,79.826213
TEST_027409,airtel,5G,Bangalore,130.79,27.06,-94.98,42.08,2026-03-24,32.546702,75.816467
TEST_027410,airtel,4G,Chennai,29.85,8.87,-89.73,90.09,2026-04-06,19.858514,76.55742
TEST_027411,airtel,5G,Pune,79.78,25.56,-67.74,40.1,2026-03-31,16.098513,75.919229
TEST_027412,vi,4G,Mumbai,20.11,5.17,-75.64,77.31,2026-05-02,13.190712,84.252921
TEST_027413,airtel,5G,Ahmedabad,70.5,22.75,-92.54,42.26,2026-03-18,31.573949,68.941339
TEST_027414,jio,5G,Ahmedabad,129.2,14.75,-81.8,56.2,2026-05-09,33.696544,72.520163
TEST_027415,jio,4G,Bangalore,36.18,7.79,-79.51,43.82,2026-03-25,14.503156,72.608852
TEST_027416,airtel,4G,Jaipur,20.44,7.19,-69.55,40.48,2026-04-06,18.890449,73.637785
TEST_027417,jio,4G,Bangalore,42.12,9.17,-84.05,64.71,2026-03-27,11.015306,82.969084
TEST_027418,airtel,5G,Pune,85.19,21.07,-73.51,52.38,2026-05-01,11.782521,87.535883
TEST_027419,jio,5G,Lucknow,36.79,33.13,-80.89,47.5,2026-04-18,24.619911,86.89686
TEST_027420,jio,4G,Jaipur,30.88,2.81,-83.04,39.93,2026-05-25,34.435981,89.078643
TEST_027421,jio,4G,Lucknow,27.53,8.13,-88.07,37.39,2026-05-04,35.442674,72.049486
TEST_027422,jio,4G,Delhi,12.67,8.06,-79.65,54.38,2026-05-15,23.320938,76.915749
TEST_027423,airtel,5G,Hyderabad,129.96,19.51,-102.46,35.07,2026-03-07,35.991851,90.528256
TEST_027424,vi,5G,Lucknow,38.08,24.2,-85.62,52.75,2026-03-03,10.948892,89.279761
TEST_027425,jio,4G,Lucknow,29.29,9.1,-90.86,35.23,2026-03-21,29.438398,78.841359
TEST_027426,airtel,4G,Pune,18.1,6.73,-98.33,44.46,2026-04-22,11.004094,84.062043
TEST_027427,jio,5G,Kolkata,75.95,20.53,-69.96,58.02,2026-04-10,19.287316,89.306644
TEST_027428,jio,4G,Lucknow,36.98,7.18,-65.42,45.8,2026-03-28,12.631862,75.93912
TEST_027429,vi,5G,Mumbai,65.98,15.47,-61.08,39.03,2026-04-28,21.886209,69.542129
TEST_027430,vi,5G,Ahmedabad,59.87,26.8,-106.13,68.83,2026-05-20,22.614582,89.324522
TEST_027431,jio,4G,Mumbai,18.22,7.87,-82.21,47.63,2026-04-12,8.554528,74.632609
TEST_027432,vi,4G,Hyderabad,14.15,7.52,-85.75,66.49,2026-04-09,34.912568,86.600603
TEST_027433,jio,5G,Pune,103.08,31.64,-86.24,64.54,2026-03-06,13.441725,87.296207
TEST_027434,vi,5G,Mumbai,48.09,16.65,-85.65,35.62,2026-03-13,10.3168,78.612995
TEST_027435,jio,4G,Chennai,19.56,10.86,-79.34,65.26,2026-05-30,9.76152,87.873831
TEST_027436,jio,5G,Chennai,66.03,29.12,-82.08,47.08,2026-05-14,15.121764,88.993654
TEST_027437,vi,5G,Chennai,49.39,19.48,-77.6,50.19,2026-05-14,16.718185,90.273873
TEST_027438,jio,4G,Kolkata,16.79,12.05,-78.38,52.65,2026-05-10,11.092077,73.962827
TEST_027439,airtel,5G,Kolkata,81.98,21.19,-96.87,42.76,2026-03-01,24.532304,92.288406
