test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude,quality_score
TEST_022867,vi,4G,Mumbai,20.78,2.97,-61.86,46.18,2026-05-28,9.987218,76.43493,67.48
TEST_022882,vi,4G,Mumbai,14.75,6.25,-86.1,38.5,2026-05-23,9.733357,81.356374,67.49
TEST_022895,airtel,4G,Mumbai,18.57,7.15,-82.45,35.62,2026-05-09,27.551139,95.255146,73.86
TEST_022907,airtel,5G,Mumbai,87.39,23.46,-97.74,55.53,2026-05-13,22.470671,82.28196,70.78
TEST_022909,airtel,5G,Mumbai,99.8,10.13,-71.12,38.71,2026-05-23,15.580732,93.603564,92.57
TEST_022914,jio,5G,Mumbai,112.92,31.71,-91.7,71.8,2026-04-03,26.137562,82.046772,73.57
TEST_022920,airtel,5G,Mumbai,78.48,23.36,-97.32,49.76,2026-05-05,18.536298,95.019704,72.92
TEST_022923,airtel,4G,Mumbai,23.46,8.68,-82.24,45.01,2026-03-07,22.775163,76.483172,64.43
TEST_022925,vi,5G,Mumbai,49.28,11.9,-87.67,91.75,2026-05-02,26.585973,88.880469,47.64
TEST_022927,vi,5G,Mumbai,49.52,18.7,-68.97,59.52,2026-05-13,11.440883,82.509129,67.87
TEST_022932,jio,5G,Mumbai,105.27,24.57,-77.38,47.46,2026-03-28,33.206835,77.292454,87.84
TEST_022937,vi,5G,Mumbai,86.07,31.49,-100.02,97.38,2026-05-18,32.641261,83.029633,57.59
TEST_022944,airtel,4G,Mumbai,17.64,6.31,-93.53,41.78,2026-05-05,13.72859,90.003925,61.79
TEST_022948,airtel,5G,Mumbai,120.27,17.71,-80.49,82.48,2026-05-13,15.90099,83.897698,70.35
TEST_022953,airtel,5G,Mumbai,66.85,36.88,-85.74,36.49,2026-05-05,29.382218,93.143537,93.04
TEST_022956,jio,5G,Mumbai,111.03,21.44,-83.94,53.1,2026-05-18,8.426271,79.867674,81.5
TEST_022965,vi,5G,Mumbai,61.27,21.63,-86.65,54.31,2026-03-12,23.809909,73.878462,68.77
TEST_022969,jio,4G,Mumbai,32.52,7.8,-90.8,44.26,2026-04-28,24.291562,68.423795,64.0
TEST_022989,airtel,4G,Mumbai,12.76,10.62,-89.43,59.67,2026-05-24,27.564737,90.959556,49.85
TEST_023039,jio,5G,Mumbai,51.27,34.62,-60.0,37.76,2026-03-14,29.476094,91.784749,95.58
TEST_023080,airtel,4G,Mumbai,14.43,8.23,-100.21,38.51,2026-05-08,20.706646,91.501045,63.42
TEST_023087,airtel,4G,Mumbai,15.07,8.47,-73.2,45.91,2026-04-08,28.148762,76.068408,64.67
TEST_023091,vi,5G,Mumbai,81.0,26.96,-76.34,38.74,2026-05-24,21.065182,76.519521,92.71
TEST_023126,vi,4G,Mumbai,19.9,6.94,-78.06,49.32,2026-04-30,15.234546,85.805064,60.68
TEST_023129,jio,4G,Mumbai,29.03,10.38,-86.41,52.93,2026-05-06,10.690949,88.136498,58.52
TEST_023141,airtel,5G,Mumbai,68.73,31.59,-81.77,51.65,2026-03-14,20.936996,89.460691,77.5
TEST_023145,jio,5G,Mumbai,68.09,15.89,-60.0,55.12,2026-03-28,33.970821,89.158214,76.57
TEST_023151,airtel,4G,Mumbai,13.99,5.24,-94.82,65.65,2026-04-20,8.060717,87.487719,43.42
TEST_023159,vi,5G,Mumbai,79.81,21.94,-86.14,35.86,2026-05-05,25.151733,79.568637,91.29
TEST_023173,jio,4G,Mumbai,24.51,7.28,-81.65,39.85,2026-04-26,23.398426,81.797773,69.84
TEST_023188,jio,5G,Mumbai,74.93,29.76,-79.52,52.68,2026-05-06,29.858422,93.255179,78.24
TEST_023202,jio,4G,Mumbai,30.24,6.35,-67.2,42.61,2026-04-24,8.429579,78.486438,72.5
TEST_023203,airtel,4G,Mumbai,24.55,7.31,-82.71,47.09,2026-04-12,20.799541,87.562056,62.14
TEST_023225,jio,5G,Mumbai,78.53,24.23,-70.25,43.24,2026-04-17,35.821108,75.150612,88.08
TEST_023245,jio,4G,Mumbai,28.93,9.98,-90.81,35.97,2026-03-28,23.317306,72.095997,73.89
TEST_023262,jio,5G,Mumbai,55.49,14.46,-71.2,35.48,2026-05-18,24.84778,83.991571,88.7
TEST_023270,vi,5G,Mumbai,50.4,21.15,-85.31,55.73,2026-04-10,33.315288,87.487213,65.72
TEST_023278,airtel,5G,Mumbai,65.89,15.64,-80.29,37.67,2026-03-20,26.092174,94.162587,85.31
TEST_023309,vi,5G,Mumbai,62.68,9.98,-87.85,53.79,2026-05-10,9.426001,91.832134,64.8
TEST_023313,vi,4G,Mumbai,19.82,7.05,-81.03,49.17,2026-03-02,20.653177,86.483621,59.83
TEST_023319,vi,5G,Mumbai,61.58,18.2,-76.65,36.77,2026-03-01,10.064154,72.654455,87.72
TEST_023341,airtel,5G,Mumbai,35.93,12.01,-61.04,88.96,2026-05-30,11.794605,84.282111,54.25
TEST_023344,airtel,5G,Mumbai,72.7,14.53,-108.94,35.43,2026-03-01,9.413514,85.345418,80.05
TEST_023347,vi,5G,Mumbai,80.31,21.24,-103.46,43.51,2026-03-06,35.96426,90.44675,76.05
TEST_023354,vi,4G,Mumbai,29.03,6.47,-94.06,38.69,2026-05-13,11.241054,72.926798,67.85
TEST_023358,vi,5G,Mumbai,68.44,13.18,-88.29,67.85,2026-04-16,17.053991,88.515728,59.65
TEST_023371,vi,5G,Mumbai,35.34,24.71,-78.42,35.35,2026-05-19,8.787599,81.279135,85.72
TEST_023374,jio,5G,Mumbai,109.41,14.11,-83.65,62.9,2026-04-08,9.759646,72.674875,72.91
TEST_023376,vi,5G,Mumbai,47.21,21.85,-93.69,39.25,2026-05-29,32.832942,78.176469,76.91
TEST_023400,airtel,4G,Mumbai,28.5,5.48,-76.15,82.47,2026-03-10,29.463169,84.485192,46.91
TEST_023416,jio,5G,Mumbai,62.26,22.47,-103.67,41.19,2026-03-21,32.488989,72.62474,74.87
TEST_023428,jio,4G,Mumbai,27.05,8.46,-73.86,38.5,2026-03-17,16.296675,84.592866,75.11
TEST_023452,airtel,4G,Mumbai,11.79,11.79,-95.77,44.67,2026-05-05,18.884479,69.947595,58.77
TEST_023466,vi,5G,Mumbai,56.45,22.39,-79.65,60.46,2026-04-23,16.475407,95.670908,66.69
TEST_023478,airtel,4G,Mumbai,19.12,5.99,-79.69,44.89,2026-05-28,14.076811,69.545891,63.45
TEST_023491,vi,4G,Mumbai,14.46,7.38,-71.12,66.54,2026-03-21,23.138118,75.024796,51.8
TEST_023505,airtel,5G,Mumbai,83.72,23.77,-90.3,41.06,2026-03-21,24.273442,75.816943,84.73
TEST_023514,vi,4G,Mumbai,14.44,3.36,-73.78,35.9,2026-04-21,17.706104,73.777851,74.04
TEST_023531,jio,5G,Mumbai,72.38,17.72,-104.89,37.16,2026-05-01,35.105635,91.518109,80.0
TEST_023548,airtel,5G,Mumbai,76.7,20.68,-88.13,91.71,2026-04-29,24.176556,68.618778,56.79
TEST_023549,vi,4G,Mumbai,25.65,4.2,-72.83,94.76,2026-03-30,13.627922,88.261473,43.85
TEST_023557,airtel,5G,Mumbai,39.67,26.42,-79.27,44.43,2026-04-21,17.535754,85.4609,76.02
TEST_023564,airtel,4G,Mumbai,15.71,7.89,-107.6,43.99,2026-04-08,10.419822,95.17815,54.95
TEST_023567,vi,5G,Mumbai,76.98,23.4,-70.17,93.22,2026-03-19,32.790531,81.680825,63.48
TEST_023571,vi,4G,Mumbai,16.8,5.36,-81.48,36.83,2026-04-04,23.970641,69.621982,71.4
TEST_023572,vi,4G,Mumbai,25.36,3.94,-67.0,35.59,2026-04-07,35.091228,89.083257,79.41
TEST_023583,jio,4G,Mumbai,32.88,8.17,-96.11,74.01,2026-05-05,26.584572,93.364659,44.92
TEST_023589,jio,4G,Mumbai,28.58,6.15,-86.43,41.63,2026-04-13,26.722916,76.907133,66.7
TEST_023591,airtel,4G,Mumbai,21.33,2.82,-97.99,37.3,2026-04-23,33.728342,77.317407,65.33
TEST_023598,jio,4G,Mumbai,35.28,9.48,-87.29,35.8,2026-03-14,13.819834,83.259712,76.55
TEST_023622,jio,5G,Mumbai,69.37,35.33,-93.1,43.47,2026-05-26,16.743471,71.243855,82.21
TEST_023623,jio,4G,Mumbai,26.32,7.05,-94.87,38.14,2026-04-02,27.607425,69.079339,67.9
TEST_023634,airtel,5G,Mumbai,80.96,26.11,-98.77,57.1,2026-03-27,19.027502,88.61352,69.01
TEST_023635,airtel,5G,Mumbai,82.12,13.4,-93.93,47.92,2026-04-10,20.006721,93.214821,72.73
TEST_023667,jio,4G,Mumbai,20.23,8.67,-88.73,46.02,2026-05-03,15.75132,73.636061,60.61
TEST_023668,vi,4G,Mumbai,11.95,4.13,-84.6,46.36,2026-04-09,16.245615,91.477343,58.19
TEST_023682,jio,4G,Mumbai,40.58,7.51,-75.26,46.02,2026-03-18,10.772859,94.313136,69.21
TEST_023690,jio,4G,Mumbai,16.78,9.56,-105.33,52.4,2026-03-29,35.112617,91.63773,49.55
TEST_023697,vi,4G,Mumbai,15.08,6.1,-85.38,66.31,2026-04-04,11.801264,83.368805,46.83
TEST_023710,jio,4G,Mumbai,31.06,5.3,-91.68,61.3,2026-04-19,13.044004,71.379217,50.39
TEST_023711,vi,4G,Mumbai,16.53,5.83,-84.4,74.25,2026-04-30,15.766269,88.405334,44.24
TEST_023714,airtel,5G,Mumbai,50.6,32.77,-64.67,59.95,2026-04-07,25.731334,68.313775,74.42
TEST_023715,vi,4G,Mumbai,14.49,6.45,-68.4,59.45,2026-05-02,12.493301,92.869747,55.85
TEST_023742,vi,5G,Mumbai,74.74,17.91,-97.52,88.02,2026-04-01,31.125811,77.183076,53.11
TEST_023751,airtel,5G,Mumbai,70.58,23.92,-81.02,40.46,2026-03-27,16.658569,83.149774,85.64
TEST_023758,airtel,5G,Mumbai,108.46,31.32,-96.38,55.25,2026-04-25,17.095934,95.844399,78.96
TEST_023759,jio,4G,Mumbai,16.91,5.42,-93.93,96.69,2026-04-06,19.389905,93.410206,34.9
TEST_023762,vi,4G,Mumbai,16.36,7.65,-104.91,35.64,2026-03-20,8.604022,68.13796,66.04
TEST_023778,airtel,4G,Mumbai,21.59,9.14,-92.14,59.07,2026-05-08,32.449544,88.759712,50.71
TEST_023793,airtel,4G,Mumbai,19.2,8.37,-69.89,51.0,2026-05-30,12.842149,85.388802,62.48
TEST_023821,airtel,5G,Mumbai,87.26,32.75,-80.37,42.25,2026-03-21,12.028046,95.14867,90.78
TEST_023859,airtel,5G,Mumbai,104.64,20.59,-74.17,69.22,2026-04-11,15.039992,88.892425,74.54
TEST_023863,vi,5G,Mumbai,35.34,19.84,-76.48,60.7,2026-03-17,24.735273,83.672226,61.99
TEST_023864,vi,4G,Mumbai,16.44,3.1,-94.57,52.31,2026-05-27,22.054131,78.2962,50.78
TEST_023881,airtel,5G,Mumbai,60.61,32.94,-71.96,36.98,2026-04-28,22.457611,74.104137,94.13
TEST_023883,airtel,4G,Mumbai,31.52,5.57,-87.85,39.75,2026-04-03,16.408724,92.926886,68.84
TEST_023912,jio,4G,Mumbai,23.78,10.9,-77.26,36.93,2026-05-08,9.660731,85.491737,76.23
TEST_023920,airtel,4G,Mumbai,12.96,4.87,-81.42,35.91,2026-03-27,24.174086,75.01164,71.7
TEST_023921,airtel,5G,Mumbai,97.77,11.55,-92.32,38.31,2026-03-24,26.924868,84.474377,86.08
TEST_023922,jio,4G,Mumbai,28.6,8.14,-89.56,45.26,2026-03-18,33.463868,77.384831,62.71
TEST_023927,vi,4G,Mumbai,14.14,6.77,-86.45,77.67,2026-04-17,17.09217,79.209842,42.21
TEST_023937,airtel,5G,Mumbai,96.92,26.01,-84.78,37.53,2026-05-24,9.298826,80.403648,94.68
TEST_023946,jio,5G,Mumbai,129.28,22.74,-88.59,70.11,2026-04-03,22.107091,94.477014,75.65
TEST_023952,airtel,4G,Mumbai,13.67,7.02,-78.2,71.77,2026-04-24,10.344692,85.502925,47.01
TEST_023966,airtel,4G,Mumbai,24.42,4.13,-84.52,37.82,2026-03-05,8.166921,89.764192,70.29
TEST_023986,airtel,5G,Mumbai,75.13,14.66,-87.1,42.84,2026-03-31,32.215972,81.61683,78.64
TEST_023998,jio,5G,Mumbai,103.7,27.04,-85.56,45.18,2026-04-03,14.557282,81.842288,87.7
TEST_024007,airtel,5G,Mumbai,98.76,36.77,-106.42,46.38,2026-03-12,34.254883,95.91961,82.08
TEST_024017,airtel,4G,Mumbai,21.09,7.07,-120.0,84.83,2026-03-07,26.385289,81.704014,30.57
TEST_024061,airtel,4G,Mumbai,34.72,9.33,-83.22,39.43,2026-03-17,35.292709,94.346309,72.85
TEST_024062,jio,4G,Mumbai,18.96,12.11,-88.04,41.23,2026-04-10,35.135763,76.319203,66.63
TEST_024068,vi,4G,Mumbai,20.71,6.24,-67.22,41.73,2026-05-23,17.768845,87.125292,71.28
TEST_024072,airtel,5G,Mumbai,28.1,1.54,-65.99,38.13,2026-03-02,24.160169,95.979501,75.93
TEST_024074,jio,5G,Mumbai,76.24,30.1,-81.64,35.15,2026-04-25,28.999149,80.279986,96.02
TEST_024077,airtel,4G,Mumbai,27.88,3.09,-70.97,39.04,2026-05-20,33.899683,76.025765,73.63
TEST_024083,vi,5G,Mumbai,57.45,7.52,-84.46,64.15,2026-04-07,25.022693,77.437121,58.07
TEST_024084,jio,4G,Mumbai,31.1,8.2,-89.38,55.39,2026-04-18,27.484396,71.371048,55.58
TEST_024096,jio,4G,Mumbai,28.91,5.78,-62.39,47.49,2026-03-14,10.831385,85.321031,68.99
TEST_024099,airtel,5G,Mumbai,56.06,21.9,-83.92,48.15,2026-03-17,18.25931,80.593178,73.15
TEST_024108,airtel,5G,Mumbai,30.19,12.67,-71.96,51.33,2026-03-17,31.179155,78.292603,65.56
TEST_024146,jio,4G,Mumbai,21.56,8.11,-65.97,54.41,2026-05-20,21.553052,92.589726,61.85
TEST_024147,airtel,5G,Mumbai,42.53,17.23,-84.67,56.62,2026-03-15,27.914111,92.731937,62.21
TEST_024164,airtel,4G,Mumbai,27.19,6.8,-66.92,36.76,2026-04-05,30.885429,83.576584,79.18
TEST_024183,vi,4G,Mumbai,21.16,7.75,-85.06,36.44,2026-05-23,13.266237,79.573589,72.59
TEST_024184,jio,5G,Mumbai,102.68,33.37,-88.14,54.54,2026-04-10,32.91986,92.251647,81.61
TEST_024189,airtel,5G,Mumbai,72.65,23.37,-89.8,61.97,2026-03-13,20.490339,90.232539,66.49
TEST_024199,jio,4G,Mumbai,23.55,7.96,-65.33,40.11,2026-04-06,10.204353,87.805302,75.01
TEST_024213,jio,4G,Mumbai,24.19,8.3,-78.73,35.44,2026-03-07,25.746755,89.415358,77.04
TEST_024240,vi,5G,Mumbai,46.95,15.15,-82.9,52.26,2026-04-08,15.765743,84.539946,65.87
TEST_024251,airtel,5G,Mumbai,72.86,24.44,-74.22,42.55,2026-03-18,21.147794,80.951505,86.28
TEST_024260,airtel,4G,Mumbai,21.51,4.67,-83.16,47.44,2026-04-15,34.108425,68.365891,60.05
TEST_024262,jio,4G,Mumbai,30.37,6.34,-68.84,40.58,2026-03-25,26.904563,83.277243,74.22
TEST_024273,jio,4G,Mumbai,26.17,6.77,-94.23,69.67,2026-05-24,25.732188,79.911693,45.18
TEST_024282,jio,5G,Mumbai,107.7,23.36,-78.21,53.15,2026-03-10,20.160194,74.205911,83.33
TEST_024290,jio,4G,Mumbai,31.26,4.76,-84.47,66.99,2026-05-18,12.183621,92.326618,49.95
TEST_024292,airtel,5G,Mumbai,59.26,22.4,-85.23,42.59,2026-04-27,17.875626,69.634024,78.8
TEST_024294,jio,4G,Mumbai,26.81,8.91,-60.0,96.02,2026-03-28,29.999634,90.957142,49.82
TEST_024302,vi,5G,Mumbai,54.15,22.36,-72.33,40.69,2026-03-21,30.874427,79.119659,84.04
TEST_024311,vi,5G,Mumbai,59.21,19.79,-70.37,39.95,2026-05-14,15.530449,77.846248,85.75
TEST_024316,vi,5G,Mumbai,87.4,20.29,-60.0,41.53,2026-03-09,24.621033,77.287534,93.86
TEST_024319,vi,5G,Mumbai,90.92,19.23,-95.45,43.13,2026-03-13,13.982292,82.77663,80.74
TEST_024326,airtel,4G,Mumbai,19.58,8.1,-103.89,40.95,2026-03-30,32.891063,85.316324,60.35
TEST_024328,vi,5G,Mumbai,47.27,23.15,-87.54,59.52,2026-04-03,17.332762,89.385044,62.8
TEST_024331,vi,5G,Mumbai,58.8,13.92,-94.53,37.76,2026-04-24,29.506197,93.592596,78.24
TEST_024338,jio,4G,Mumbai,38.55,5.79,-100.18,41.08,2026-03-18,17.568994,72.247931,64.82
TEST_024342,jio,5G,Mumbai,113.94,35.79,-105.5,35.44,2026-04-15,23.217763,78.316107,98.09
TEST_024347,vi,4G,Mumbai,10.51,8.73,-91.2,77.12,2026-03-13,15.041749,93.167473,40.71
TEST_024354,jio,4G,Mumbai,26.07,4.55,-80.41,39.1,2026-05-04,30.449097,75.14301,70.53
TEST_024373,jio,4G,Mumbai,25.24,9.15,-70.25,35.69,2026-03-06,30.733206,73.310709,80.04
TEST_024381,vi,5G,Mumbai,65.87,12.55,-75.4,51.69,2026-04-14,17.962601,91.471928,72.05
TEST_024383,vi,5G,Mumbai,54.75,17.29,-78.72,83.55,2026-04-09,16.822078,72.583745,55.89
TEST_024414,airtel,5G,Mumbai,84.78,14.82,-72.56,38.44,2026-04-17,33.489526,87.919814,90.79
TEST_024427,vi,5G,Mumbai,63.55,30.51,-86.78,38.48,2026-04-29,19.702487,74.017499,86.96
TEST_024429,vi,5G,Mumbai,32.67,16.17,-79.74,52.12,2026-05-19,32.903416,81.838401,64.22
TEST_024446,vi,5G,Mumbai,44.34,24.72,-91.28,38.87,2026-04-20,27.721219,94.34293,78.58
TEST_024447,jio,5G,Mumbai,58.7,24.36,-96.72,38.43,2026-03-05,13.377573,93.479744,80.4
TEST_024453,airtel,4G,Mumbai,27.52,6.64,-99.37,40.01,2026-04-26,14.300584,80.383178,64.19
TEST_024474,airtel,4G,Mumbai,32.85,7.99,-68.99,35.31,2026-03-03,18.219207,86.377584,82.3
TEST_024487,jio,4G,Mumbai,23.56,5.08,-113.02,48.76,2026-04-02,17.144329,89.585922,49.61
TEST_024491,airtel,4G,Mumbai,17.89,6.23,-88.63,36.08,2026-04-16,9.511949,69.368819,70.64
TEST_024513,vi,5G,Mumbai,66.2,14.29,-90.38,117.18,2026-04-16,30.212463,95.587831,46.73
TEST_024515,vi,4G,Mumbai,14.35,4.37,-82.06,61.21,2026-03-31,31.149945,89.923491,49.58
TEST_024528,vi,4G,Mumbai,18.76,6.07,-60.0,53.55,2026-05-28,28.425131,74.828055,63.05
TEST_024536,vi,5G,Mumbai,64.6,24.89,-96.93,80.28,2026-03-24,20.493638,88.614077,55.72
TEST_024553,vi,5G,Mumbai,62.71,22.39,-104.43,55.07,2026-03-17,18.520074,87.356196,62.95
TEST_024554,airtel,4G,Mumbai,26.48,6.54,-95.7,67.62,2026-04-04,26.237369,69.240456,45.52
TEST_024570,jio,5G,Mumbai,59.59,26.35,-99.06,42.5,2026-04-18,32.149979,89.482582,75.79
TEST_024575,vi,5G,Mumbai,51.96,19.89,-74.72,42.23,2026-04-21,27.974576,74.100758,80.15
TEST_024585,vi,4G,Mumbai,18.81,6.64,-78.05,36.36,2026-03-16,30.412835,75.814173,74.12
TEST_024589,airtel,4G,Mumbai,21.63,6.7,-87.14,38.08,2026-03-10,26.792414,68.236382,69.38
TEST_024597,vi,5G,Mumbai,68.94,28.07,-69.97,45.8,2026-03-08,15.046852,89.153071,84.96
TEST_024602,jio,4G,Mumbai,36.94,7.57,-79.76,73.31,2026-04-17,31.09356,95.53981,51.3
TEST_024603,jio,5G,Mumbai,106.6,14.92,-64.42,49.63,2026-05-17,24.914334,87.625217,87.19
TEST_024604,vi,5G,Mumbai,78.04,29.56,-72.16,59.2,2026-03-08,17.384806,83.744189,77.28
TEST_024607,airtel,5G,Mumbai,56.57,31.72,-77.1,39.06,2026-05-01,10.386461,75.561857,88.34
TEST_024650,vi,4G,Mumbai,10.98,4.88,-88.69,59.51,2026-03-13,28.249396,73.619739,47.71
TEST_024686,airtel,4G,Mumbai,21.74,4.1,-84.25,46.67,2026-05-04,10.277802,72.462463,60.2
TEST_024698,vi,4G,Mumbai,20.29,7.01,-74.85,63.68,2026-04-24,31.069633,92.708472,53.04
TEST_024712,jio,4G,Mumbai,1.0,5.73,-60.0,53.02,2026-05-06,14.933453,68.723151,59.33
TEST_024715,vi,4G,Mumbai,14.31,5.84,-87.3,43.75,2026-05-18,30.034807,70.599387,60.9
TEST_024759,jio,4G,Mumbai,40.1,4.5,-87.76,39.92,2026-05-07,9.997654,88.503097,70.19
TEST_024760,airtel,4G,Mumbai,27.24,3.63,-60.0,83.65,2026-05-05,28.628648,92.352175,51.01
TEST_024767,vi,4G,Mumbai,3.45,4.82,-80.47,110.26,2026-05-17,16.391812,87.723333,33.67
TEST_024774,vi,5G,Mumbai,72.32,14.79,-84.66,47.14,2026-04-03,30.878082,72.972642,74.8
TEST_024779,jio,4G,Mumbai,23.95,12.58,-86.93,38.14,2026-04-19,35.202607,70.85459,72.02
TEST_024787,vi,5G,Mumbai,34.83,17.67,-66.21,41.15,2026-05-24,30.909516,88.711798,79.55
TEST_024788,vi,5G,Mumbai,61.44,20.9,-85.87,45.44,2026-04-05,30.423251,92.492815,75.71
TEST_024796,vi,5G,Mumbai,70.9,16.96,-64.98,40.48,2026-03-21,34.638459,90.61715,88.5
TEST_024800,airtel,4G,Mumbai,19.89,8.79,-72.27,45.29,2026-03-05,18.160041,81.901688,66.74
TEST_024808,jio,4G,Mumbai,26.38,10.08,-80.69,59.38,2026-04-05,20.938345,69.842771,55.76
TEST_024815,jio,4G,Mumbai,9.58,8.72,-69.54,52.53,2026-03-07,26.561179,72.351504,59.48
TEST_024826,airtel,4G,Mumbai,26.34,4.72,-60.0,38.45,2026-05-05,21.456801,76.22172,78.28
TEST_024827,vi,4G,Mumbai,11.05,5.03,-97.0,35.45,2026-05-29,28.457967,72.823233,66.82
TEST_024836,airtel,5G,Mumbai,30.87,26.28,-75.71,65.3,2026-05-04,10.002896,70.556701,61.34
TEST_024837,airtel,4G,Mumbai,16.06,6.65,-72.53,70.89,2026-04-23,34.474554,72.457701,49.63
TEST_024843,vi,5G,Mumbai,61.58,21.69,-86.46,40.78,2026-04-29,33.370759,78.798207,80.64
TEST_024852,jio,4G,Mumbai,32.01,6.84,-82.03,47.86,2026-03-08,22.373348,85.244963,63.2
TEST_024858,jio,4G,Mumbai,16.49,3.56,-103.28,61.24,2026-04-20,21.820679,71.068024,42.67
TEST_024864,vi,4G,Mumbai,12.17,7.93,-77.55,49.72,2026-05-23,29.895565,71.221383,59.17
TEST_024873,jio,4G,Mumbai,35.76,9.55,-91.1,41.88,2026-03-14,24.571,79.30418,67.71
TEST_024883,vi,4G,Mumbai,20.35,2.66,-78.37,50.25,2026-03-19,35.519717,77.579351,58.4
TEST_024889,jio,4G,Mumbai,43.11,8.8,-98.66,91.44,2026-03-07,11.31964,83.794418,41.55
TEST_024894,jio,4G,Mumbai,29.73,4.8,-71.88,48.87,2026-05-11,32.443173,73.140013,64.51
TEST_024899,vi,4G,Mumbai,18.96,7.59,-65.16,43.18,2026-05-05,12.500793,82.360763,70.53
TEST_024917,vi,4G,Mumbai,15.5,7.16,-94.38,55.72,2026-05-01,33.628528,73.007357,49.85
TEST_024932,vi,5G,Mumbai,33.87,20.28,-106.51,108.03,2026-05-08,22.004819,86.628865,37.74
TEST_024945,jio,4G,Mumbai,25.91,12.94,-85.38,40.6,2026-03-31,21.938113,72.891687,70.08
TEST_024957,vi,4G,Mumbai,16.6,6.17,-94.68,37.68,2026-04-12,19.508129,81.804994,66.08
TEST_024964,airtel,4G,Mumbai,22.57,8.56,-95.7,39.54,2026-05-15,16.999743,69.961412,65.57
TEST_024966,airtel,4G,Mumbai,14.02,4.79,-93.28,38.41,2026-04-05,14.092946,94.497587,64.52
TEST_024969,airtel,4G,Mumbai,14.09,8.18,-90.06,36.5,2026-03-11,26.100639,94.661705,69.42
TEST_024975,jio,4G,Mumbai,25.6,8.08,-73.51,36.72,2026-04-07,21.913788,81.761505,77.15
TEST_024983,airtel,5G,Mumbai,64.87,29.49,-100.37,66.83,2026-03-29,28.943069,92.763902,61.18
TEST_024984,airtel,4G,Mumbai,30.59,5.11,-87.53,37.51,2026-03-04,34.165223,72.94584,71.43
TEST_025002,airtel,4G,Mumbai,22.66,7.91,-89.62,42.48,2026-05-19,16.585289,84.49794,64.04
TEST_025003,jio,4G,Mumbai,29.13,7.39,-83.37,39.84,2026-04-11,14.530103,79.918428,70.35
TEST_025013,jio,4G,Mumbai,18.94,7.84,-94.54,50.1,2026-05-26,23.109597,70.022812,54.69
TEST_025029,airtel,4G,Mumbai,12.75,7.04,-60.0,39.26,2026-03-18,17.845478,84.448099,75.07
TEST_025030,jio,4G,Mumbai,18.74,8.16,-72.86,43.48,2026-03-27,25.219312,85.412619,67.81
TEST_025049,airtel,5G,Mumbai,94.23,25.36,-69.96,95.33,2026-03-08,22.926614,86.967916,67.64
TEST_025052,jio,5G,Mumbai,105.71,27.08,-102.14,50.81,2026-04-20,28.839144,84.32526,77.93
TEST_025054,airtel,4G,Mumbai,22.65,5.33,-89.02,67.96,2026-04-29,31.400301,94.269664,46.31
TEST_025072,jio,5G,Mumbai,61.71,17.37,-69.08,62.05,2026-03-26,20.963575,85.038083,68.74
TEST_025076,airtel,5G,Mumbai,56.49,26.66,-93.82,42.66,2026-04-27,33.361302,95.956348,76.79
TEST_025115,vi,4G,Mumbai,11.14,3.39,-88.54,72.15,2026-03-10,28.647495,76.104232,41.54
TEST_025116,vi,4G,Mumbai,21.55,6.75,-94.56,44.71,2026-04-10,15.89013,75.259378,59.48
TEST_025121,vi,4G,Mumbai,23.36,4.34,-75.38,79.74,2026-04-20,10.794991,79.675136,46.42
TEST_025146,airtel,4G,Mumbai,18.95,3.04,-78.98,49.57,2026-05-09,21.259073,82.631996,58.55
TEST_025168,airtel,5G,Mumbai,73.73,18.04,-92.74,40.96,2026-04-05,9.625258,87.815627,79.72
TEST_025178,vi,4G,Mumbai,14.78,10.33,-82.2,38.39,2026-05-01,19.591694,70.636757,70.42
TEST_025191,jio,4G,Mumbai,15.62,13.31,-83.49,41.63,2026-05-12,8.699882,93.223941,67.39
TEST_025199,jio,5G,Mumbai,98.38,10.34,-84.98,40.61,2026-04-06,14.185301,80.066845,85.41
TEST_025203,airtel,5G,Mumbai,48.44,7.08,-77.35,37.46,2026-04-14,26.054704,82.504765,79.58
TEST_025219,jio,5G,Mumbai,79.65,15.72,-92.82,50.24,2026-03-14,23.016134,91.839454,71.54
TEST_025232,airtel,4G,Mumbai,19.94,9.17,-92.65,50.33,2026-03-18,14.688903,71.459167,55.85
TEST_025235,vi,5G,Mumbai,55.19,17.53,-83.43,43.48,2026-03-23,15.124079,94.458235,75.81
TEST_025238,vi,5G,Mumbai,52.17,17.44,-87.16,35.29,2026-03-26,14.717075,94.790736,84.01
TEST_025239,jio,4G,Mumbai,14.9,7.62,-75.86,46.32,2026-05-30,21.674291,70.314734,63.06
TEST_025240,jio,4G,Mumbai,26.61,10.5,-86.01,40.34,2026-05-09,13.879079,76.26985,69.45
TEST_025247,airtel,5G,Mumbai,73.7,24.88,-83.19,53.43,2026-03-10,21.609461,70.182213,74.46
TEST_025259,jio,4G,Mumbai,22.87,11.19,-66.29,38.84,2026-04-11,20.069599,82.934708,77.26
TEST_025261,vi,4G,Mumbai,12.48,8.6,-82.21,70.0,2026-03-15,30.237802,79.70667,46.67
TEST_025271,jio,4G,Mumbai,7.65,3.56,-86.13,53.68,2026-05-12,16.120272,85.095614,50.86
